CBSA Title,County/County Equivalent,State Name
"Abilene, TX",Callahan County,Texas
"Abilene, TX",Jones County,Texas
"Abilene, TX",Taylor County,Texas
"Aguadilla-Isabela, PR",Aguada Municipio,Puerto Rico
"Aguadilla-Isabela, PR",Aguadilla Municipio,Puerto Rico
"Aguadilla-Isabela, PR",Añasco Municipio,Puerto Rico
"Aguadilla-Isabela, PR",Isabela Municipio,Puerto Rico
"Aguadilla-Isabela, PR",Lares Municipio,Puerto Rico
"Aguadilla-Isabela, PR",Moca Municipio,Puerto Rico
"Aguadilla-Isabela, PR",Rincón Municipio,Puerto Rico
"Aguadilla-Isabela, PR",San Sebastián Municipio,Puerto Rico
"Aguadilla-Isabela, PR",Utuado Municipio,Puerto Rico
"Akron, OH",Portage County,Ohio
"Akron, OH",Summit County,Ohio
"Albany, GA",Dougherty County,Georgia
"Albany, GA",Lee County,Georgia
"Albany, GA",Terrell County,Georgia
"Albany, GA",Worth County,Georgia
"Albany-Lebanon, OR",Linn County,Oregon
"Albany-Schenectady-Troy, NY",Albany County,New York
"Albany-Schenectady-Troy, NY",Rensselaer County,New York
"Albany-Schenectady-Troy, NY",Saratoga County,New York
"Albany-Schenectady-Troy, NY",Schenectady County,New York
"Albany-Schenectady-Troy, NY",Schoharie County,New York
"Albuquerque, NM",Bernalillo County,New Mexico
"Albuquerque, NM",Sandoval County,New Mexico
"Albuquerque, NM",Torrance County,New Mexico
"Albuquerque, NM",Valencia County,New Mexico
"Alexandria, LA",Grant Parish,Louisiana
"Alexandria, LA",Rapides Parish,Louisiana
"Allentown-Bethlehem-Easton, PA-NJ",Warren County,New Jersey
"Allentown-Bethlehem-Easton, PA-NJ",Carbon County,Pennsylvania
"Allentown-Bethlehem-Easton, PA-NJ",Lehigh County,Pennsylvania
"Allentown-Bethlehem-Easton, PA-NJ",Northampton County,Pennsylvania
"Altoona, PA",Blair County,Pennsylvania
"Amarillo, TX",Armstrong County,Texas
"Amarillo, TX",Carson County,Texas
"Amarillo, TX",Oldham County,Texas
"Amarillo, TX",Potter County,Texas
"Amarillo, TX",Randall County,Texas
"Ames, IA",Boone County,Iowa
"Ames, IA",Story County,Iowa
"Anchorage, AK",Anchorage Municipality,Alaska
"Anchorage, AK",Matanuska-Susitna Borough,Alaska
"Ann Arbor, MI",Washtenaw County,Michigan
"Anniston-Oxford, AL",Calhoun County,Alabama
"Appleton, WI",Calumet County,Wisconsin
"Appleton, WI",Outagamie County,Wisconsin
"Arecibo, PR",Arecibo Municipio,Puerto Rico
"Arecibo, PR",Camuy Municipio,Puerto Rico
"Arecibo, PR",Hatillo Municipio,Puerto Rico
"Arecibo, PR",Quebradillas Municipio,Puerto Rico
"Asheville, NC",Buncombe County,North Carolina
"Asheville, NC",Haywood County,North Carolina
"Asheville, NC",Henderson County,North Carolina
"Asheville, NC",Madison County,North Carolina
"Athens-Clarke County, GA",Clarke County,Georgia
"Athens-Clarke County, GA",Madison County,Georgia
"Athens-Clarke County, GA",Oconee County,Georgia
"Athens-Clarke County, GA",Oglethorpe County,Georgia
"Atlanta-Sandy Springs-Alpharetta, GA",Barrow County,Georgia
"Atlanta-Sandy Springs-Alpharetta, GA",Bartow County,Georgia
"Atlanta-Sandy Springs-Alpharetta, GA",Butts County,Georgia
"Atlanta-Sandy Springs-Alpharetta, GA",Carroll County,Georgia
"Atlanta-Sandy Springs-Alpharetta, GA",Cherokee County,Georgia
"Atlanta-Sandy Springs-Alpharetta, GA",Clayton County,Georgia
"Atlanta-Sandy Springs-Alpharetta, GA",Cobb County,Georgia
"Atlanta-Sandy Springs-Alpharetta, GA",Coweta County,Georgia
"Atlanta-Sandy Springs-Alpharetta, GA",Dawson County,Georgia
"Atlanta-Sandy Springs-Alpharetta, GA",DeKalb County,Georgia
"Atlanta-Sandy Springs-Alpharetta, GA",Douglas County,Georgia
"Atlanta-Sandy Springs-Alpharetta, GA",Fayette County,Georgia
"Atlanta-Sandy Springs-Alpharetta, GA",Forsyth County,Georgia
"Atlanta-Sandy Springs-Alpharetta, GA",Fulton County,Georgia
"Atlanta-Sandy Springs-Alpharetta, GA",Gwinnett County,Georgia
"Atlanta-Sandy Springs-Alpharetta, GA",Haralson County,Georgia
"Atlanta-Sandy Springs-Alpharetta, GA",Heard County,Georgia
"Atlanta-Sandy Springs-Alpharetta, GA",Henry County,Georgia
"Atlanta-Sandy Springs-Alpharetta, GA",Jasper County,Georgia
"Atlanta-Sandy Springs-Alpharetta, GA",Lamar County,Georgia
"Atlanta-Sandy Springs-Alpharetta, GA",Meriwether County,Georgia
"Atlanta-Sandy Springs-Alpharetta, GA",Morgan County,Georgia
"Atlanta-Sandy Springs-Alpharetta, GA",Newton County,Georgia
"Atlanta-Sandy Springs-Alpharetta, GA",Paulding County,Georgia
"Atlanta-Sandy Springs-Alpharetta, GA",Pickens County,Georgia
"Atlanta-Sandy Springs-Alpharetta, GA",Pike County,Georgia
"Atlanta-Sandy Springs-Alpharetta, GA",Rockdale County,Georgia
"Atlanta-Sandy Springs-Alpharetta, GA",Spalding County,Georgia
"Atlanta-Sandy Springs-Alpharetta, GA",Walton County,Georgia
"Atlantic City-Hammonton, NJ",Atlantic County,New Jersey
"Auburn-Opelika, AL",Lee County,Alabama
"Augusta-Richmond County, GA-SC",Burke County,Georgia
"Augusta-Richmond County, GA-SC",Columbia County,Georgia
"Augusta-Richmond County, GA-SC",Lincoln County,Georgia
"Augusta-Richmond County, GA-SC",McDuffie County,Georgia
"Augusta-Richmond County, GA-SC",Richmond County,Georgia
"Augusta-Richmond County, GA-SC",Aiken County,South Carolina
"Augusta-Richmond County, GA-SC",Edgefield County,South Carolina
"Austin-Round Rock-Georgetown, TX",Bastrop County,Texas
"Austin-Round Rock-Georgetown, TX",Caldwell County,Texas
"Austin-Round Rock-Georgetown, TX",Hays County,Texas
"Austin-Round Rock-Georgetown, TX",Travis County,Texas
"Austin-Round Rock-Georgetown, TX",Williamson County,Texas
"Bakersfield, CA",Kern County,California
"Baltimore-Columbia-Towson, MD",Anne Arundel County,Maryland
"Baltimore-Columbia-Towson, MD",Baltimore County,Maryland
"Baltimore-Columbia-Towson, MD",Carroll County,Maryland
"Baltimore-Columbia-Towson, MD",Harford County,Maryland
"Baltimore-Columbia-Towson, MD",Howard County,Maryland
"Baltimore-Columbia-Towson, MD",Queen Anne's County,Maryland
"Baltimore-Columbia-Towson, MD",Baltimore city,Maryland
"Bangor, ME",Penobscot County,Maine
"Barnstable Town, MA",Barnstable County,Massachusetts
"Baton Rouge, LA",Ascension Parish,Louisiana
"Baton Rouge, LA",Assumption Parish,Louisiana
"Baton Rouge, LA",East Baton Rouge Parish,Louisiana
"Baton Rouge, LA",East Feliciana Parish,Louisiana
"Baton Rouge, LA",Iberville Parish,Louisiana
"Baton Rouge, LA",Livingston Parish,Louisiana
"Baton Rouge, LA",Pointe Coupee Parish,Louisiana
"Baton Rouge, LA",St. Helena Parish,Louisiana
"Baton Rouge, LA",West Baton Rouge Parish,Louisiana
"Baton Rouge, LA",West Feliciana Parish,Louisiana
"Battle Creek, MI",Calhoun County,Michigan
"Bay City, MI",Bay County,Michigan
"Beaumont-Port Arthur, TX",Hardin County,Texas
"Beaumont-Port Arthur, TX",Jefferson County,Texas
"Beaumont-Port Arthur, TX",Orange County,Texas
"Beckley, WV",Fayette County,West Virginia
"Beckley, WV",Raleigh County,West Virginia
"Bellingham, WA",Whatcom County,Washington
"Bend, OR",Deschutes County,Oregon
"Billings, MT",Carbon County,Montana
"Billings, MT",Stillwater County,Montana
"Billings, MT",Yellowstone County,Montana
"Binghamton, NY",Broome County,New York
"Binghamton, NY",Tioga County,New York
"Birmingham-Hoover, AL",Bibb County,Alabama
"Birmingham-Hoover, AL",Blount County,Alabama
"Birmingham-Hoover, AL",Chilton County,Alabama
"Birmingham-Hoover, AL",Jefferson County,Alabama
"Birmingham-Hoover, AL",St. Clair County,Alabama
"Birmingham-Hoover, AL",Shelby County,Alabama
"Bismarck, ND",Burleigh County,North Dakota
"Bismarck, ND",Morton County,North Dakota
"Bismarck, ND",Oliver County,North Dakota
"Blacksburg-Christiansburg, VA",Giles County,Virginia
"Blacksburg-Christiansburg, VA",Montgomery County,Virginia
"Blacksburg-Christiansburg, VA",Pulaski County,Virginia
"Blacksburg-Christiansburg, VA",Radford city,Virginia
"Bloomington, IL",McLean County,Illinois
"Bloomington, IN",Monroe County,Indiana
"Bloomington, IN",Owen County,Indiana
"Bloomsburg-Berwick, PA",Columbia County,Pennsylvania
"Bloomsburg-Berwick, PA",Montour County,Pennsylvania
"Boise City, ID",Ada County,Idaho
"Boise City, ID",Boise County,Idaho
"Boise City, ID",Canyon County,Idaho
"Boise City, ID",Gem County,Idaho
"Boise City, ID",Owyhee County,Idaho
"Boston-Cambridge-Newton, MA-NH",Norfolk County,Massachusetts
"Boston-Cambridge-Newton, MA-NH",Plymouth County,Massachusetts
"Boston-Cambridge-Newton, MA-NH",Suffolk County,Massachusetts
"Boston-Cambridge-Newton, MA-NH",Essex County,Massachusetts
"Boston-Cambridge-Newton, MA-NH",Middlesex County,Massachusetts
"Boston-Cambridge-Newton, MA-NH",Rockingham County,New Hampshire
"Boston-Cambridge-Newton, MA-NH",Strafford County,New Hampshire
"Boulder, CO",Boulder County,Colorado
"Bowling Green, KY",Allen County,Kentucky
"Bowling Green, KY",Butler County,Kentucky
"Bowling Green, KY",Edmonson County,Kentucky
"Bowling Green, KY",Warren County,Kentucky
"Bremerton-Silverdale-Port Orchard, WA",Kitsap County,Washington
"Bridgeport-Stamford-Norwalk, CT",Fairfield County,Connecticut
"Brownsville-Harlingen, TX",Cameron County,Texas
"Brunswick, GA",Brantley County,Georgia
"Brunswick, GA",Glynn County,Georgia
"Brunswick, GA",McIntosh County,Georgia
"Buffalo-Cheektowaga, NY",Erie County,New York
"Buffalo-Cheektowaga, NY",Niagara County,New York
"Burlington, NC",Alamance County,North Carolina
"Burlington-South Burlington, VT",Chittenden County,Vermont
"Burlington-South Burlington, VT",Franklin County,Vermont
"Burlington-South Burlington, VT",Grand Isle County,Vermont
"California-Lexington Park, MD",St. Mary's County,Maryland
"Canton-Massillon, OH",Carroll County,Ohio
"Canton-Massillon, OH",Stark County,Ohio
"Cape Coral-Fort Myers, FL",Lee County,Florida
"Cape Girardeau, MO-IL",Alexander County,Illinois
"Cape Girardeau, MO-IL",Bollinger County,Missouri
"Cape Girardeau, MO-IL",Cape Girardeau County,Missouri
"Carbondale-Marion, IL",Jackson County,Illinois
"Carbondale-Marion, IL",Johnson County,Illinois
"Carbondale-Marion, IL",Williamson County,Illinois
"Carson City, NV",Carson City,Nevada
"Casper, WY",Natrona County,Wyoming
"Cedar Rapids, IA",Benton County,Iowa
"Cedar Rapids, IA",Jones County,Iowa
"Cedar Rapids, IA",Linn County,Iowa
"Chambersburg-Waynesboro, PA",Franklin County,Pennsylvania
"Champaign-Urbana, IL",Champaign County,Illinois
"Champaign-Urbana, IL",Piatt County,Illinois
"Charleston, WV",Boone County,West Virginia
"Charleston, WV",Clay County,West Virginia
"Charleston, WV",Jackson County,West Virginia
"Charleston, WV",Kanawha County,West Virginia
"Charleston, WV",Lincoln County,West Virginia
"Charleston-North Charleston, SC",Berkeley County,South Carolina
"Charleston-North Charleston, SC",Charleston County,South Carolina
"Charleston-North Charleston, SC",Dorchester County,South Carolina
"Charlotte-Concord-Gastonia, NC-SC",Anson County,North Carolina
"Charlotte-Concord-Gastonia, NC-SC",Cabarrus County,North Carolina
"Charlotte-Concord-Gastonia, NC-SC",Gaston County,North Carolina
"Charlotte-Concord-Gastonia, NC-SC",Iredell County,North Carolina
"Charlotte-Concord-Gastonia, NC-SC",Lincoln County,North Carolina
"Charlotte-Concord-Gastonia, NC-SC",Mecklenburg County,North Carolina
"Charlotte-Concord-Gastonia, NC-SC",Rowan County,North Carolina
"Charlotte-Concord-Gastonia, NC-SC",Union County,North Carolina
"Charlotte-Concord-Gastonia, NC-SC",Chester County,South Carolina
"Charlotte-Concord-Gastonia, NC-SC",Lancaster County,South Carolina
"Charlotte-Concord-Gastonia, NC-SC",York County,South Carolina
"Charlottesville, VA",Albemarle County,Virginia
"Charlottesville, VA",Fluvanna County,Virginia
"Charlottesville, VA",Greene County,Virginia
"Charlottesville, VA",Nelson County,Virginia
"Charlottesville, VA",Charlottesville city,Virginia
"Chattanooga, TN-GA",Catoosa County,Georgia
"Chattanooga, TN-GA",Dade County,Georgia
"Chattanooga, TN-GA",Walker County,Georgia
"Chattanooga, TN-GA",Hamilton County,Tennessee
"Chattanooga, TN-GA",Marion County,Tennessee
"Chattanooga, TN-GA",Sequatchie County,Tennessee
"Cheyenne, WY",Laramie County,Wyoming
"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,Illinois
"Chicago-Naperville-Elgin, IL-IN-WI",DuPage County,Illinois
"Chicago-Naperville-Elgin, IL-IN-WI",Grundy County,Illinois
"Chicago-Naperville-Elgin, IL-IN-WI",McHenry County,Illinois
"Chicago-Naperville-Elgin, IL-IN-WI",Will County,Illinois
"Chicago-Naperville-Elgin, IL-IN-WI",DeKalb County,Illinois
"Chicago-Naperville-Elgin, IL-IN-WI",Kane County,Illinois
"Chicago-Naperville-Elgin, IL-IN-WI",Kendall County,Illinois
"Chicago-Naperville-Elgin, IL-IN-WI",Jasper County,Indiana
"Chicago-Naperville-Elgin, IL-IN-WI",Lake County,Indiana
"Chicago-Naperville-Elgin, IL-IN-WI",Newton County,Indiana
"Chicago-Naperville-Elgin, IL-IN-WI",Porter County,Indiana
"Chicago-Naperville-Elgin, IL-IN-WI",Lake County,Illinois
"Chicago-Naperville-Elgin, IL-IN-WI",Kenosha County,Wisconsin
"Chico, CA",Butte County,California
"Cincinnati, OH-KY-IN",Dearborn County,Indiana
"Cincinnati, OH-KY-IN",Franklin County,Indiana
"Cincinnati, OH-KY-IN",Ohio County,Indiana
"Cincinnati, OH-KY-IN",Union County,Indiana
"Cincinnati, OH-KY-IN",Boone County,Kentucky
"Cincinnati, OH-KY-IN",Bracken County,Kentucky
"Cincinnati, OH-KY-IN",Campbell County,Kentucky
"Cincinnati, OH-KY-IN",Gallatin County,Kentucky
"Cincinnati, OH-KY-IN",Grant County,Kentucky
"Cincinnati, OH-KY-IN",Kenton County,Kentucky
"Cincinnati, OH-KY-IN",Pendleton County,Kentucky
"Cincinnati, OH-KY-IN",Brown County,Ohio
"Cincinnati, OH-KY-IN",Butler County,Ohio
"Cincinnati, OH-KY-IN",Clermont County,Ohio
"Cincinnati, OH-KY-IN",Hamilton County,Ohio
"Cincinnati, OH-KY-IN",Warren County,Ohio
"Clarksville, TN-KY",Christian County,Kentucky
"Clarksville, TN-KY",Trigg County,Kentucky
"Clarksville, TN-KY",Montgomery County,Tennessee
"Clarksville, TN-KY",Stewart County,Tennessee
"Cleveland, TN",Bradley County,Tennessee
"Cleveland, TN",Polk County,Tennessee
"Cleveland-Elyria, OH",Cuyahoga County,Ohio
"Cleveland-Elyria, OH",Geauga County,Ohio
"Cleveland-Elyria, OH",Lake County,Ohio
"Cleveland-Elyria, OH",Lorain County,Ohio
"Cleveland-Elyria, OH",Medina County,Ohio
"Coeur d'Alene, ID",Kootenai County,Idaho
"College Station-Bryan, TX",Brazos County,Texas
"College Station-Bryan, TX",Burleson County,Texas
"College Station-Bryan, TX",Robertson County,Texas
"Colorado Springs, CO",El Paso County,Colorado
"Colorado Springs, CO",Teller County,Colorado
"Columbia, MO",Boone County,Missouri
"Columbia, MO",Cooper County,Missouri
"Columbia, MO",Howard County,Missouri
"Columbia, SC",Calhoun County,South Carolina
"Columbia, SC",Fairfield County,South Carolina
"Columbia, SC",Kershaw County,South Carolina
"Columbia, SC",Lexington County,South Carolina
"Columbia, SC",Richland County,South Carolina
"Columbia, SC",Saluda County,South Carolina
"Columbus, GA-AL",Russell County,Alabama
"Columbus, GA-AL",Chattahoochee County,Georgia
"Columbus, GA-AL",Harris County,Georgia
"Columbus, GA-AL",Marion County,Georgia
"Columbus, GA-AL",Muscogee County,Georgia
"Columbus, GA-AL",Stewart County,Georgia
"Columbus, GA-AL",Talbot County,Georgia
"Columbus, IN",Bartholomew County,Indiana
"Columbus, OH",Delaware County,Ohio
"Columbus, OH",Fairfield County,Ohio
"Columbus, OH",Franklin County,Ohio
"Columbus, OH",Hocking County,Ohio
"Columbus, OH",Licking County,Ohio
"Columbus, OH",Madison County,Ohio
"Columbus, OH",Morrow County,Ohio
"Columbus, OH",Perry County,Ohio
"Columbus, OH",Pickaway County,Ohio
"Columbus, OH",Union County,Ohio
"Corpus Christi, TX",Nueces County,Texas
"Corpus Christi, TX",San Patricio County,Texas
"Corvallis, OR",Benton County,Oregon
"Crestview-Fort Walton Beach-Destin, FL",Okaloosa County,Florida
"Crestview-Fort Walton Beach-Destin, FL",Walton County,Florida
"Cumberland, MD-WV",Allegany County,Maryland
"Cumberland, MD-WV",Mineral County,West Virginia
"Dallas-Fort Worth-Arlington, TX",Collin County,Texas
"Dallas-Fort Worth-Arlington, TX",Dallas County,Texas
"Dallas-Fort Worth-Arlington, TX",Denton County,Texas
"Dallas-Fort Worth-Arlington, TX",Ellis County,Texas
"Dallas-Fort Worth-Arlington, TX",Hunt County,Texas
"Dallas-Fort Worth-Arlington, TX",Kaufman County,Texas
"Dallas-Fort Worth-Arlington, TX",Rockwall County,Texas
"Dallas-Fort Worth-Arlington, TX",Johnson County,Texas
"Dallas-Fort Worth-Arlington, TX",Parker County,Texas
"Dallas-Fort Worth-Arlington, TX",Tarrant County,Texas
"Dallas-Fort Worth-Arlington, TX",Wise County,Texas
"Dalton, GA",Murray County,Georgia
"Dalton, GA",Whitfield County,Georgia
"Danville, IL",Vermilion County,Illinois
"Daphne-Fairhope-Foley, AL",Baldwin County,Alabama
"Davenport-Moline-Rock Island, IA-IL",Henry County,Illinois
"Davenport-Moline-Rock Island, IA-IL",Mercer County,Illinois
"Davenport-Moline-Rock Island, IA-IL",Rock Island County,Illinois
"Davenport-Moline-Rock Island, IA-IL",Scott County,Iowa
"Dayton-Kettering, OH",Greene County,Ohio
"Dayton-Kettering, OH",Miami County,Ohio
"Dayton-Kettering, OH",Montgomery County,Ohio
"Decatur, AL",Lawrence County,Alabama
"Decatur, AL",Morgan County,Alabama
"Decatur, IL",Macon County,Illinois
"Deltona-Daytona Beach-Ormond Beach, FL",Flagler County,Florida
"Deltona-Daytona Beach-Ormond Beach, FL",Volusia County,Florida
"Denver-Aurora-Lakewood, CO",Adams County,Colorado
"Denver-Aurora-Lakewood, CO",Arapahoe County,Colorado
"Denver-Aurora-Lakewood, CO",Broomfield County,Colorado
"Denver-Aurora-Lakewood, CO",Clear Creek County,Colorado
"Denver-Aurora-Lakewood, CO",Denver County,Colorado
"Denver-Aurora-Lakewood, CO",Douglas County,Colorado
"Denver-Aurora-Lakewood, CO",Elbert County,Colorado
"Denver-Aurora-Lakewood, CO",Gilpin County,Colorado
"Denver-Aurora-Lakewood, CO",Jefferson County,Colorado
"Denver-Aurora-Lakewood, CO",Park County,Colorado
"Des Moines-West Des Moines, IA",Dallas County,Iowa
"Des Moines-West Des Moines, IA",Guthrie County,Iowa
"Des Moines-West Des Moines, IA",Jasper County,Iowa
"Des Moines-West Des Moines, IA",Madison County,Iowa
"Des Moines-West Des Moines, IA",Polk County,Iowa
"Des Moines-West Des Moines, IA",Warren County,Iowa
"Detroit-Warren-Dearborn, MI",Wayne County,Michigan
"Detroit-Warren-Dearborn, MI",Lapeer County,Michigan
"Detroit-Warren-Dearborn, MI",Livingston County,Michigan
"Detroit-Warren-Dearborn, MI",Macomb County,Michigan
"Detroit-Warren-Dearborn, MI",Oakland County,Michigan
"Detroit-Warren-Dearborn, MI",St. Clair County,Michigan
"Dothan, AL",Geneva County,Alabama
"Dothan, AL",Henry County,Alabama
"Dothan, AL",Houston County,Alabama
"Dover, DE",Kent County,Delaware
"Dubuque, IA",Dubuque County,Iowa
"Duluth, MN-WI",Carlton County,Minnesota
"Duluth, MN-WI",Lake County,Minnesota
"Duluth, MN-WI",St. Louis County,Minnesota
"Duluth, MN-WI",Douglas County,Wisconsin
"Durham-Chapel Hill, NC",Chatham County,North Carolina
"Durham-Chapel Hill, NC",Durham County,North Carolina
"Durham-Chapel Hill, NC",Granville County,North Carolina
"Durham-Chapel Hill, NC",Orange County,North Carolina
"Durham-Chapel Hill, NC",Person County,North Carolina
"East Stroudsburg, PA",Monroe County,Pennsylvania
"Eau Claire, WI",Chippewa County,Wisconsin
"Eau Claire, WI",Eau Claire County,Wisconsin
"El Centro, CA",Imperial County,California
"Elizabethtown-Fort Knox, KY",Hardin County,Kentucky
"Elizabethtown-Fort Knox, KY",Larue County,Kentucky
"Elizabethtown-Fort Knox, KY",Meade County,Kentucky
"Elkhart-Goshen, IN",Elkhart County,Indiana
"Elmira, NY",Chemung County,New York
"El Paso, TX",El Paso County,Texas
"El Paso, TX",Hudspeth County,Texas
"Enid, OK",Garfield County,Oklahoma
"Erie, PA",Erie County,Pennsylvania
"Eugene-Springfield, OR",Lane County,Oregon
"Evansville, IN-KY",Posey County,Indiana
"Evansville, IN-KY",Vanderburgh County,Indiana
"Evansville, IN-KY",Warrick County,Indiana
"Evansville, IN-KY",Henderson County,Kentucky
"Fairbanks, AK",Fairbanks North Star Borough,Alaska
"Fargo, ND-MN",Clay County,Minnesota
"Fargo, ND-MN",Cass County,North Dakota
"Farmington, NM",San Juan County,New Mexico
"Fayetteville, NC",Cumberland County,North Carolina
"Fayetteville, NC",Harnett County,North Carolina
"Fayetteville, NC",Hoke County,North Carolina
"Fayetteville-Springdale-Rogers, AR",Benton County,Arkansas
"Fayetteville-Springdale-Rogers, AR",Madison County,Arkansas
"Fayetteville-Springdale-Rogers, AR",Washington County,Arkansas
"Flagstaff, AZ",Coconino County,Arizona
"Flint, MI",Genesee County,Michigan
"Florence, SC",Darlington County,South Carolina
"Florence, SC",Florence County,South Carolina
"Florence-Muscle Shoals, AL",Colbert County,Alabama
"Florence-Muscle Shoals, AL",Lauderdale County,Alabama
"Fond du Lac, WI",Fond du Lac County,Wisconsin
"Fort Collins, CO",Larimer County,Colorado
"Fort Smith, AR-OK",Crawford County,Arkansas
"Fort Smith, AR-OK",Franklin County,Arkansas
"Fort Smith, AR-OK",Sebastian County,Arkansas
"Fort Smith, AR-OK",Sequoyah County,Oklahoma
"Fort Wayne, IN",Allen County,Indiana
"Fort Wayne, IN",Whitley County,Indiana
"Fresno, CA",Fresno County,California
"Gadsden, AL",Etowah County,Alabama
"Gainesville, FL",Alachua County,Florida
